"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "REFERENCE_PAPER", "REFERENCE_DOI", "REFERENCE_USAGE", 
"BR-Sa3", "1700005169", "GRP_REFERENCE_PAPER", "Kruijt, B., Elbers, J. A., von Randow, C., Araújo, A. C., Oliveira, P. J., Culf, A., Manzi, A. O., Nobre, A. D., Kabat, P., Moors, E. J. (2004) The Robustness Of Eddy Correlation Fluxes For Amazon Rain Forest Conditions, Ecological Applications, 14(sp4), 101-113", "10.1890/02-6004", "Reference", 
"BR-Sa3", "1700005961", "GRP_REFERENCE_PAPER", "Miller, S. D., Goulden, M. L., Menton, M. C., da Rocha, H. R., de Freitas, H. C., Figueira, A. M., Dias de Sousa, C. A. (2004) Biometric And Micrometeorological Measurements Of Tropical Forest Carbon Balance, Ecological Applications, 14(sp4), 114-126", "10.1890/02-6005", "Reference", 
"BR-Sa3", "1700006747", "GRP_REFERENCE_PAPER", "Riggan, P. J., Tissell, R. G., Lockwood, R. N., Brass, J. A., Pereira, J. A., Miranda, H. S., Miranda, A. C., Campos, T., Higgins, R. (2004) Remote Measurement Of Energy And Carbon Flux From Wildfires In Brazil, Ecological Applications, 14(3), 855-872", "10.1890/02-5162", "Reference", 
"BR-Sa3", "1700006804", "GRP_REFERENCE_PAPER", "Saleska, S. R., Miller, S. D., Matross, D. M., Goulden, M. L., Wofsy, S. C., Rocha, H. R. da, Camargo, P. B. de, Crill, P., Daube, B. C., Freitas, H. C. de, Hutyra, L., Keller, M., Kirchhoff, V., Menton, M., Munger, J. W., Pyle, E. H., Rice, A. H., Silva, H. (2003) Carbon In Amazon Forests: Unexpected Seasonal Fluxes And Disturbance-Induced Losses, Science, 302(5650), 1554-1557", "10.1126/science.1091165", "Reference", 
"BR-Sa3", "1700007152", "GRP_REFERENCE_PAPER", "Steininger, M. K. (2004) Net Carbon Fluxes From Forest Clearance And Regrowth In The Amazon, Ecological Applications, 14(sp4), 313-322", "10.1890/02-6007", "Reference", 
"BR-Sa3", "1700007854", "GRP_REFERENCE_PAPER", "Vourlitis, G. L., Priante Filho, N., Hayashi, M. M., Nogueira, J. d., Raiter, F., Hoegel, W., Campelo, Jr, J. H. (2004) Effects Of Meteorological Variations On The CO2 Exchange Of A Brazilian Transitional Tropical Forest, Ecological Applications, 14(sp4), 89-100", "10.1890/01-6005", "Reference", 
"BR-Sa3", "1700007998", "GRP_REFERENCE_PAPER", "Wick, B., Veldkamp,  E., Mello,  W. Z. De, Keller,  M., Crill,  P. (2005) Nitrous Oxide Fluxes And Nitrogen Cycling Along A Pasture Chronosequence In Central Amazonia, Brazil, Biogeosciences, 2(2), 175-187", "10.5194/bg-2-175-2005", "Reference", 
"CA-ARB", "1700002532", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"CA-ARF", "1700002535", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"CA-Ca1", "1700000201", "GRP_REFERENCE_PAPER", "Arain, M. A., Restrepo-Coupe, N. (2005) Net Ecosystem Production In A Temperate Pine Plantation In Southeastern Canada, Agricultural And Forest Meteorology, 128(3-4), 223-241", "10.1016/j.agrformet.2004.10.003", "Reference", 
"CA-Ca1", "1700000657", "GRP_REFERENCE_PAPER", "Barr, A., Richardson, A., Hollinger, D., Papale, D., Arain, M., Black, T., Bohrer, G., Dragoni, D., Fischer, M., Gu, L., Law, B., Margolis, H., McCaughey, J., Munger, J., Oechel, W., Schaeffer, K. (2013) Use Of Change-Point Detection For Friction–Velocity Threshold Evaluation In Eddy-Covariance Studies, Agricultural And Forest Meteorology, 171-172(7), 31-45", "10.1016/j.agrformet.2012.11.023", "Reference", 
"CA-Ca1", "1700001227", "GRP_REFERENCE_PAPER", "Chen, J. M., Ju, W., Cihlar, J., Price, D., Liu, J., Chen, W., Pan, J., Black, A., Barr, A. (2003) Spatial Distribution Of Carbon Sources And Sinks In Canada&#039;s Forests, Tellus Series B-Chemical and Physical Meteorology, 55(2), 622-641", "10.1034/j.1600-0889.2003.00036.x", "Reference", 
"CA-Ca1", "1700001479", "GRP_REFERENCE_PAPER", "Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(3), 9275–9287", "10.1029/2018GL079306", "Reference", 
"CA-Ca1", "1700001770", "GRP_REFERENCE_PAPER", "Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(7), 9275–9287", "10.1029/2018GL079306", "Reference", 
"CA-Ca1", "1700001950", "GRP_REFERENCE_PAPER", "Coursolle, C., Margolis, H. A., Barr, A. G., Black, T. A., Amiro, B. D., McCaughey, J. H., Flanagan, L. B., Lafleur, P. M., Roulet, N. T., Bourque, C. P., Arain, M. A., Wofsy, S. C., Dunn, A., Morgenstern, K., Orchansky, A. L., Bernier, P. Y., Chen, J. M., Kidston, J., Saigusa, N., Hedstrom, N. (2006) Late-Summer Carbon Fluxes From Canadian Forests And Peatlands Along An East-West Continental Transect, Canadian Journal Of Forest Research, 36(3), 783-800", "10.1139/x05-270", "Reference", 
"CA-Ca1", "1700002181", "GRP_REFERENCE_PAPER", "Dennis Baldocchi, Cove Sturtevant (2015) Does day and night sampling reduce spurious correlation between canopy photosynthesis and ecosystem respiration?, Agricultural and Forest Meteorology, 207(3), 117-126", "10.1016/j.agrformet.2015.03.010", "Reference", 
"CA-Ca1", "1700002418", "GRP_REFERENCE_PAPER", "Drewitt, G., Black, T., Nesic, Z., Humphreys, E., Jork, E., Swanson, R., Ethier, G., Griffis, T., Morgenstern, K. (2002) Measuring Forest Floor CO2 Fluxes In A Douglas-Fir Forest, Agricultural And Forest Meteorology, 110(4), 299-317", "10.1016/s0168-1923(01)00294-5", "Reference", 
"CA-Ca1", "1700002538", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"CA-Ca1", "1700004758", "GRP_REFERENCE_PAPER", "Humphreys, E. R., Black, T. A., Morgenstern, K., Cai, T., Drewitt, G. B., Nesic, Z., Trofymow, J. (2006) Carbon Dioxide Fluxes In Coastal Douglas-Fir Stands At Different Stages Of Development After Clearcut Harvesting, Agricultural And Forest Meteorology, 140(1-4), 6-22", "10.1016/j.agrformet.2006.03.018", "Reference", 
"CA-Ca1", "1700004773", "GRP_REFERENCE_PAPER", "Humphreys, E., Black, T., Ethier, G., Drewitt, G., Spittlehouse, D., Jork, E., Nesic, Z., Livingston, N. (2003) Annual And Seasonal Variability Of Sensible And Latent Heat Fluxes Above A Coastal Douglas-Fir Forest, British Columbia, Canada, Agricultural And Forest Meteorology, 115(1-2), 109-125", "10.1016/s0168-1923(02)00171-5", "Reference", 
"CA-Ca1", "1700004872", "GRP_REFERENCE_PAPER", "Jassal, R. S., Black, T. A., Novak, M. D., Gaumont-Guay, D., Nesic, Z. (2008) Effect Of Soil Water Stress On Soil Respiration And Its Temperature Sensitivity In An 18-Year-Old Temperate Douglas-Fir Stand, Global Change Biology, 14(6), 1305-1318", "10.1111/j.1365-2486.2008.01573.x", "Reference", 
"CA-Ca1", "1700004881", "GRP_REFERENCE_PAPER", "Jassal, R., Black, A., Novak, M., Morgenstern, K., Nesic, Z., Gaumont-Guay, D. (2005) Relationship Between Soil CO2 Concentrations And Forest-Floor CO2 Effluxes, Agricultural And Forest Meteorology, 130(3-4), 176-192", "10.1016/j.agrformet.2005.03.005", "Reference", 
"CA-Ca1", "1700005145", "GRP_REFERENCE_PAPER", "Krishnan, P., Black, T. A., Jassal, R. S., Chen, B., Nesic, Z. (2009) Interannual Variability Of The Carbon Balance Of Three Different-Aged Douglas-Fir Stands In The Pacific Northwest, Journal Of Geophysical Research, 114(G4), 9275–9287", "doi:10.1029/2008JG000912", "Reference", 
"CA-Ca1", "1700005610", "GRP_REFERENCE_PAPER", "Matheny, A. M., Bohrer, G., Stoy, P. C., Baker, I. T., Black, A. T., Desai, A. R., Dietze, M. C., Gough, C. M., Ivanov, V. Y., Jassal, R. S., Novick, K. A., Schäfer, K. V., Verbeeck, H. (2014) Characterizing The Diurnal Patterns of Errors in The Prediction of Evapotranspiration by Several Land-Surface Models: An Nacp Analysis, Journal Of Geophysical Research: Biogeosciences, 119(7), 1458-1473", "10.1002/2014JG002623", "Reference", 
"CA-Ca1", "1700006450", "GRP_REFERENCE_PAPER", "Ponton, S., Flanagan, L. B., Alstad, K. P., Johnson, B. G., Morgenstern, K., Kljun, N., Black, T. A., Barr, A. G. (2006) Comparison Of Ecosystem Water-Use Efficiency Among Douglas-Fir Forest, Aspen Forest And Grassland Using Eddy Covariance And Carbon Isotope Techniques, Global Change Biology, 12(2), 294-310", "10.1111/j.1365-2486.2005.01103.x", "Reference", 
"CA-Ca1", "1700007920", "GRP_REFERENCE_PAPER", "Warren, C. R., Ethier, G. J., Livingston, N. J., Grant, N. J., Turpin, D. H., Harrison, D. L., Black, T. A. (2003) Transfer Conductance In Second Growth Douglas-Fir (Pseudotsuga Menziesii (Mirb.)Franco) Canopies, Plant, Cell And Environment, 26(8), 1215-1227", "10.1046/j.1365-3040.2003.01044.x", "Reference", 
"CA-Ca2", "1700000612", "GRP_REFERENCE_PAPER", "Barr, A., Richardson, A., Hollinger, D., Papale, D., Arain, M., Black, T., Bohrer, G., Dragoni, D., Fischer, M., Gu, L., Law, B., Margolis, H., McCaughey, J., Munger, J., Oechel, W., Schaeffer, K. (2013) Use Of Change-Point Detection For Friction–Velocity Threshold Evaluation In Eddy-Covariance Studies, Agricultural And Forest Meteorology, 171-172(5), 31-45", "10.1016/j.agrformet.2012.11.023", "Reference", 
"CA-Ca2", "1700001191", "GRP_REFERENCE_PAPER", "Chen, J. M., Govind, A., Sonnentag, O., Zhang, Y., Barr, A., Amiro, B. (2006) Leaf Area Index Measurements At Fluxnet-Canada Forest Sites, Agricultural And Forest Meteorology, 140(1-4), 257-268", "10.1016/j.agrformet.2006.08.005", "Reference", 
"CA-Ca2", "1700001482", "GRP_REFERENCE_PAPER", "Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(3), 9275–9287", "10.1029/2018GL079306", "Reference", 
"CA-Ca2", "1700001563", "GRP_REFERENCE_PAPER", "Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(5), 9275–9287", "10.1029/2018GL079306", "Reference", 
"CA-Ca2", "1700001953", "GRP_REFERENCE_PAPER", "Coursolle, C., Margolis, H. A., Barr, A. G., Black, T. A., Amiro, B. D., McCaughey, J. H., Flanagan, L. B., Lafleur, P. M., Roulet, N. T., Bourque, C. P., Arain, M. A., Wofsy, S. C., Dunn, A., Morgenstern, K., Orchansky, A. L., Bernier, P. Y., Chen, J. M., Kidston, J., Saigusa, N., Hedstrom, N. (2006) Late-Summer Carbon Fluxes From Canadian Forests And Peatlands Along An East-West Continental Transect, Canadian Journal Of Forest Research, 36(3), 783-800", "10.1139/x05-270", "Reference", 
"CA-Ca2", "1700002184", "GRP_REFERENCE_PAPER", "Dennis Baldocchi, Cove Sturtevant (2015) Does day and night sampling reduce spurious correlation between canopy photosynthesis and ecosystem respiration?, Agricultural and Forest Meteorology, 207(3), 117-126", "10.1016/j.agrformet.2015.03.010", "Reference", 
"CA-Ca2", "1700002541", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"CA-Ca2", "1700004761", "GRP_REFERENCE_PAPER", "Humphreys, E. R., Black, T. A., Morgenstern, K., Cai, T., Drewitt, G. B., Nesic, Z., Trofymow, J. (2006) Carbon Dioxide Fluxes In Coastal Douglas-Fir Stands At Different Stages Of Development After Clearcut Harvesting, Agricultural And Forest Meteorology, 140(1-4), 6-22", "10.1016/j.agrformet.2006.03.018", "Reference", 
"CA-Ca2", "1700004875", "GRP_REFERENCE_PAPER", "Jassal, R. S., Black, T. A., Novak, M. D., Gaumont-Guay, D., Nesic, Z. (2008) Effect Of Soil Water Stress On Soil Respiration And Its Temperature Sensitivity In An 18-Year-Old Temperate Douglas-Fir Stand, Global Change Biology, 14(6), 1305-1318", "10.1111/j.1365-2486.2008.01573.x", "Reference", 
"CA-Ca2", "1700005148", "GRP_REFERENCE_PAPER", "Krishnan, P., Black, T. A., Jassal, R. S., Chen, B., Nesic, Z. (2009) Interannual Variability Of The Carbon Balance Of Three Different-Aged Douglas-Fir Stands In The Pacific Northwest, Journal Of Geophysical Research, 114(G4), 9275–9287", "doi:10.1029/2008JG000912", "Reference", 
"CA-Ca3", "1700000615", "GRP_REFERENCE_PAPER", "Barr, A., Richardson, A., Hollinger, D., Papale, D., Arain, M., Black, T., Bohrer, G., Dragoni, D., Fischer, M., Gu, L., Law, B., Margolis, H., McCaughey, J., Munger, J., Oechel, W., Schaeffer, K. (2013) Use Of Change-Point Detection For Friction–Velocity Threshold Evaluation In Eddy-Covariance Studies, Agricultural And Forest Meteorology, 171-172(5), 31-45", "10.1016/j.agrformet.2012.11.023", "Reference", 
"CA-Ca3", "1700001194", "GRP_REFERENCE_PAPER", "Chen, J. M., Govind, A., Sonnentag, O., Zhang, Y., Barr, A., Amiro, B. (2006) Leaf Area Index Measurements At Fluxnet-Canada Forest Sites, Agricultural And Forest Meteorology, 140(1-4), 257-268", "10.1016/j.agrformet.2006.08.005", "Reference", 
"CA-Ca3", "1700001485", "GRP_REFERENCE_PAPER", "Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(3), 9275–9287", "10.1029/2018GL079306", "Reference", 
"CA-Ca3", "1700001566", "GRP_REFERENCE_PAPER", "Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(5), 9275–9287", "10.1029/2018GL079306", "Reference", 
"CA-Ca3", "1700001956", "GRP_REFERENCE_PAPER", "Coursolle, C., Margolis, H. A., Barr, A. G., Black, T. A., Amiro, B. D., McCaughey, J. H., Flanagan, L. B., Lafleur, P. M., Roulet, N. T., Bourque, C. P., Arain, M. A., Wofsy, S. C., Dunn, A., Morgenstern, K., Orchansky, A. L., Bernier, P. Y., Chen, J. M., Kidston, J., Saigusa, N., Hedstrom, N. (2006) Late-Summer Carbon Fluxes From Canadian Forests And Peatlands Along An East-West Continental Transect, Canadian Journal Of Forest Research, 36(3), 783-800", "10.1139/x05-270", "Reference", 
"CA-Ca3", "1700002187", "GRP_REFERENCE_PAPER", "Dennis Baldocchi, Cove Sturtevant (2015) Does day and night sampling reduce spurious correlation between canopy photosynthesis and ecosystem respiration?, Agricultural and Forest Meteorology, 207(3), 117-126", "10.1016/j.agrformet.2015.03.010", "Reference", 
"CA-Ca3", "1700002544", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"CA-Ca3", "1700004764", "GRP_REFERENCE_PAPER", "Humphreys, E. R., Black, T. A., Morgenstern, K., Cai, T., Drewitt, G. B., Nesic, Z., Trofymow, J. (2006) Carbon Dioxide Fluxes In Coastal Douglas-Fir Stands At Different Stages Of Development After Clearcut Harvesting, Agricultural And Forest Meteorology, 140(1-4), 6-22", "10.1016/j.agrformet.2006.03.018", "Reference", 
"CA-Ca3", "1700004878", "GRP_REFERENCE_PAPER", "Jassal, R. S., Black, T. A., Novak, M. D., Gaumont-Guay, D., Nesic, Z. (2008) Effect Of Soil Water Stress On Soil Respiration And Its Temperature Sensitivity In An 18-Year-Old Temperate Douglas-Fir Stand, Global Change Biology, 14(6), 1305-1318", "10.1111/j.1365-2486.2008.01573.x", "Reference", 
"CA-Ca3", "1700005151", "GRP_REFERENCE_PAPER", "Krishnan, P., Black, T. A., Jassal, R. S., Chen, B., Nesic, Z. (2009) Interannual Variability Of The Carbon Balance Of Three Different-Aged Douglas-Fir Stands In The Pacific Northwest, Journal Of Geophysical Research, 114(G4), 9275–9287", "doi:10.1029/2008JG000912", "Reference", 
"CA-Cbo", "1700000603", "GRP_REFERENCE_PAPER", "Barr, A. G., Griffis, T. J., Black, T. A., Lee, X., Staebler, R. M., Fuentes, J. D., Chen, Z., Morgenstern, K. (2002) Comparing The Carbon Budgets Of Boreal And Temperate Deciduous Forest Stands, Canadian Journal Of Forest Research, 32(5), 813-822", "10.1139/x01-131", "Reference", 
"CA-Cbo", "1700001401", "GRP_REFERENCE_PAPER", "Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(1-2), 9275–9287", "10.1029/2018GL079306", "Reference", 
"CA-Cbo", "1700001569", "GRP_REFERENCE_PAPER", "Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(5), 9275–9287", "10.1029/2018GL079306", "Reference", 
"CA-Cbo", "1700002547", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"CA-Cbo", "1700003951", "GRP_REFERENCE_PAPER", "Froelich,N.J., Croft,H., Gonsamo,A., Staebler,R.M. (2015) Trends of carbon fluxes and climate over a mixed temperate–boreal transition forest in southern Ontario, Canada, Agricultural and Forest Meteorology, 211(1-2), 72-84", "10.1016/0168-1923(95)02310-0", "Reference", 
"CA-Cbo", "1700003963", "GRP_REFERENCE_PAPER", "Fuentes, J. D., Wang, D. (1999) On The Seasonality Of Isoprene Emissions From A Mixed Temperate Forest, Ecological Applications, 9(4), 1118-1131", "10.1890/1051-0761(1999)009[1118:otsoie]2.0.co;2", "Reference", 
"CA-Cbo", "1700003966", "GRP_REFERENCE_PAPER", "Fuentes, J., Gillespie, T., den Hartog, G., Neumann, H. (1992) Ozone Deposition Onto A Deciduous Forest During Dry And Wet Conditions, Agricultural And Forest Meteorology, 62(1-2), 1-18", "10.1016/0168-1923(92)90002-l", "Reference", 
"CA-Cbo", "1700003969", "GRP_REFERENCE_PAPER", "Fuentes, J., Wang, D., Den Hartog, G., Neumann, H., Dann, T., Puckett, K. (1995) Modelled And Field Measurements Of Biogenic Hydrocarbon Emissions From A Canadian Deciduous Forest, Atmospheric Environment, 29(21), 3003-3017", "10.1016/1352-2310(95)00120-n", "Reference", 
"CA-Cbo", "1700004284", "GRP_REFERENCE_PAPER", "Gu, L., Fuentes, J. D., Shugart, H. H., Staebler, R. M., Black, T. A. (1999) Responses Of Net Ecosystem Exchanges Of Carbon Dioxide To Changes In Cloudiness: Results From Two North American Deciduous Forests, Journal Of Geophysical Research: Atmospheres, 104(D24), 31421-31434", "10.1029/1999jd901068", "Reference", 
"CA-Cbo", "1700005334", "GRP_REFERENCE_PAPER", "Lee, X., Barr, A. G. (1998) Climatology Of Gravity Waves In A Forest, Quarterly Journal Of The Royal Meteorological Society, 124(549), 1403-1419", "10.1002/qj.49712454904", "Reference", 
"CA-Cbo", "1700005337", "GRP_REFERENCE_PAPER", "Lee, X., Black, T., den Hartog, G., Neumann, H. H., Nesic, Z., Olejnik, J. (1996) Carbon Dioxide Exchange And Nocturnal Processes Over A Mixed Deciduous Forest, Agricultural And Forest Meteorology, 81(1-2), 13-29", "10.1016/0168-1923(95)02310-0", "Reference", 
"CA-Cbo", "1700005343", "GRP_REFERENCE_PAPER", "Lee, X., Fuentes, J. D., Staebler, R. M., Neumann, H. H. (1999) Long-Term Observation Of The Atmospheric Exchange Of CO2 With A Temperate Deciduous Forest In Southern Ontario, Canada, Journal Of Geophysical Research: Atmospheres, 104(D13), 15975-15984", "10.1029/1999jd900227", "Reference", 
"CA-Cbo", "1700005541", "GRP_REFERENCE_PAPER", "Makar, P. A., Fuentes, J. D., Wang, D., Staebler, R. M., Wiebe, H. A. (1999) Chemical Processing Of Biogenic Hydrocarbons Within And Above A Temperate Deciduous Forest, Journal Of Geophysical Research: Atmospheres, 104(D3), 3581-3603", "10.1029/1998jd100065", "Reference", 
