,names  Year (gC/m2/day),1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
75,US-Ha2,2.261522299,2.007217895,2.009172236,2.094951001,1.969940095,2.164894708,2.192946236,2.091172817,2.13431767,2.106362218,2.064603216,2.173375266,2.373561017,2.371943245,2.156305273,2.236570553,2.134969966,2.200165351,2.058773665,2.101580703,2.198618883,1.983881032,2.007141935,2.09715834,1.977666393,2.177727729,2.214099938,2.110795065,2.158623907,2.129258773,2.094231797,2.198625681,2.398969197,2.3908097,2.179703296,2.254968872,2.157312792,2.223181128,2.092147337,2.12354314,2.24539046,2.019681812,2.040466086,2.167118671,2.000989896,2.210834254,2.218669091,2.162882861,2.212001053,2.20376001,2.120109992,2.240529984,2.451070896,2.463544502,2.271165679,2.321586588,2.218477962,2.28708115,2.177925284,2.22026424,2.343015962,2.089473876,2.107467048,2.265026558,2.047781619,2.27404897,2.269025785,2.234030136,2.289659986,2.285389456,2.183389909,2.524055445,2.307846062,2.275242341,2.30613687,2.476291924,2.126669082,2.486156058,2.314997142,2.347224564,2.427668759,2.404328764,2.326779803,2.24582337,2.328475785,2.366544471,2.49894844,2.393076911,2.622947082,2.262611822,2.253615714,2.408928463,2.475490371,2.273129264,2.396373063,2.639490753,2.659987568,2.441655833,2.536804809,2.4890409,2.321301592,2.500675207,2.479452526,2.472087768,2.482075397,2.404496657,2.295690224,2.518963049,2.489514926,2.350376805,2.502803603,2.515112127,2.473182121,2.360213378,2.412828318,2.212480875,2.285900715,2.257112584,2.530483053,2.512467405,2.512035756,2.361408929,2.402582595,2.817688746,2.657453345,2.569126343,2.752308899,2.779748837,2.560620798,2.6758944,2.644142175,2.704242186,2.506998763,2.678669121,2.609477687,2.791825461,2.825827044,2.820853793,2.676567531,2.702690722,2.981283469,2.893523959,2.731142917,2.750833378,2.730380234,2.797772082,2.697525289,2.727670006,3.034836027,2.78383944,2.943408692,2.874155708,2.906787034,2.775587597,3.039019079,2.819129947,3.011038774,2.908015543,2.941269578,3.114202225,3.265755218,2.963254462,3.282381209,2.969214089,3.012375836
76,CA-Qcu,1.871188777,1.851682089,1.730132589,1.94393023,1.810354098,2.063830085,1.868846509,1.923726746,1.829984614,1.830859504,1.851819257,2.006183405,1.989538909,1.77669218,1.959779877,1.929018634,1.665205364,1.583740022,1.630408028,1.777053167,1.858084135,1.867939426,1.727742882,1.943469682,1.815142098,2.069719963,1.875338745,1.932831914,1.846086241,1.848322666,1.876708778,2.031744688,2.015202014,1.802972797,1.988562926,1.961536205,1.694764198,1.613820588,1.657069818,1.813987016,1.898676935,1.911795731,1.765379978,1.988402607,1.85847015,2.116638769,1.921929203,1.972917797,1.880396023,1.890046243,1.914368014,2.074753165,2.058504727,1.840885421,2.027813043,2.000893822,1.732297096,1.647598204,1.688996256,1.850138372,1.937643132,1.955063424,1.809302007,2.035627342,1.900082505,2.165688009,1.970593454,2.026537666,1.930693861,1.940379573,1.973801198,2.120731311,2.148458333,1.992924584,2.172755829,2.000816605,1.74291794,2.203922929,2.078809575,1.89287623,2.210988885,2.284593407,2.034380316,2.249112151,2.216658377,2.13079943,1.973711245,2.311967395,2.324414476,2.177216962,2.317646013,2.093773986,2.517583815,2.287856064,2.231030258,2.438036175,2.135982065,2.222675714,2.316397805,2.394884313,2.447860337,2.479141668,2.559390122,2.555654842,2.543692149,2.573248048,2.386687941,2.45221676,2.576224662,2.248853951,2.446903111,2.608403212,2.419026971,2.308634924,2.478277559,2.412861152,2.440536268,2.270564054,2.519418511,2.569067492,2.586286971,2.556370006,2.384515802,2.520632296,2.377441812,2.611935718,2.414692625,2.765527636,2.572793347,2.729492261,2.660631989,2.69152199,2.662259931,2.693240739,2.859460637,2.740262328,2.76664667,2.838673995,2.783285901,2.649288432,2.770052288,2.740317716,2.489194841,2.596614269,2.756657197,2.655459949,2.671087262,2.611717484,2.760986049,2.739351611,2.635657137,2.778411828,2.806494754,2.593522518,2.806309857,2.810675304,3.053472647,2.810464606,2.843993081,2.955284391,3.200220388,2.954008485,3.119207462,3.038142061,2.71287645
77,US-Brw,0.660441856,0.656088192,0.615834155,0.930098903,0.903117328,0.845058318,0.804072657,0.747257138,0.697654433,0.403662185,0.257800191,0.394976671,0.465401353,0.479276447,0.689878818,0.710250027,0.881001569,0.788793248,0.823762837,0.645266526,0.685869263,0.655002359,0.610233582,0.911740572,0.895211057,0.844444503,0.801189575,0.74411683,0.702687774,0.404880735,0.271569444,0.408130051,0.487396239,0.502096211,0.717120078,0.728617811,0.894417028,0.796431632,0.826239121,0.646048682,0.690193665,0.652263389,0.606116851,0.907805982,0.892360342,0.842923153,0.800895597,0.741297051,0.699653663,0.40332268,0.268816504,0.404489627,0.489059492,0.50353793,0.719474293,0.73001286,0.896635617,0.799368504,0.828452536,0.643292384,0.69037331,0.659205629,0.609394954,0.919980917,0.898600864,0.847441125,0.809122471,0.746315438,0.700839813,0.404940488,0.264686011,0.531243451,0.2959867,0.563672024,0.302212816,0.622945096,0.652669367,1.029191302,1.29321686,1.537068315,1.59292146,1.326341058,1.452043759,0.969153248,1.163897807,1.211249708,1.488517342,1.616319439,1.401430354,1.231904444,1.405824481,1.260444082,1.467339538,1.479236539,1.229016421,0.969692733,1.24234996,0.985371317,0.860826081,0.997523298,1.12716548,1.036686701,0.932105149,1.217502953,1.069952068,0.946669272,1.101461694,0.966878704,1.168742046,0.83112427,0.880309099,0.890035975,0.912815151,0.722042244,0.632619976,0.74660328,0.795558559,0.909007228,1.033975561,1.031235226,1.363208915,1.482921448,1.093834012,1.261941762,0.923828037,1.320553554,1.599769618,1.802550865,1.572237577,1.509974927,1.404296658,1.384890578,1.275134921,1.385816966,1.619402674,1.746459218,1.532929808,1.460298987,1.43127084,1.487835839,1.752247421,1.944670204,0.678488021,1.624749473,1.324274077,1.495608644,1.015191646,1.063906781,1.49420569,1.409976798,1.501334551,1.391630701,1.7353743,1.439827425,1.67114463,1.423149885,1.616126568,1.768850761,1.862892856,1.727382727,1.490625484,1.382149113,1.526238261,1.460633514,1.314720831
78,US-FR3,2.700282738,2.391565739,2.374282612,2.500878222,2.235670052,3.009613448,2.652090558,1.877146106,2.577185649,2.642210337,2.689330241,2.901270052,2.390138207,2.65477853,2.473228949,2.397560981,2.682219823,2.448616918,2.765336729,2.519686434,2.33184229,2.489764382,2.362298133,2.476578142,2.230597039,2.965296129,2.611959269,1.872625636,2.530783777,2.61849627,2.648260898,2.842721164,2.334295722,2.625887092,2.427965919,2.362847609,2.573700974,2.422651861,2.680434029,2.453505238,2.277618274,2.421835909,2.299642863,2.414604563,2.30135496,2.621359967,2.665810424,1.835286045,2.482617495,2.610333887,2.630447068,2.827414209,2.316472305,2.631535145,2.419429802,2.361722473,2.527545497,2.433878795,2.671429704,2.446439116,2.276562097,2.415071216,2.289283731,2.40527356,2.305185447,2.598044629,2.629745098,1.848848985,2.445395037,2.607362156,2.603583401,3.182796919,2.178198715,2.64695881,1.846567556,2.342865222,2.469341135,2.397656977,2.595724479,2.503689524,2.530212283,2.120192703,2.712282838,2.337430717,1.977584521,2.424926183,2.457630876,2.122634323,2.597714672,2.592936072,2.2816782,2.496613542,2.533406908,2.428092506,2.675847517,2.62295353,2.728491494,2.041120193,2.621353088,2.554188259,2.586372272,2.385814052,2.69525918,2.787143665,2.289346654,2.344919476,1.731219563,2.470189403,2.415902864,2.716569429,2.591812095,2.665294027,2.621893174,1.95559844,2.090504886,2.446393992,2.729307047,2.556740719,2.614951504,2.569231162,2.696920201,2.608146561,2.558695032,2.702703809,2.909481268,2.971213088,2.876737252,2.901062235,2.680732019,2.854332791,2.659768275,2.998030476,2.410277708,3.050037566,2.248857005,2.512277329,3.142247112,2.957864953,2.587657431,2.704295579,2.932181793,3.106765488,3.087308379,2.763343618,3.468046135,3.213669279,2.577212571,2.480903485,2.683695401,2.7888016,3.886609953,3.543781843,3.292269676,3.001095836,3.193248046,3.000045831,2.810166509,2.666039603,2.547835331,2.319472238,3.107059293,1.856356575,2.802708224,3.025615175,3.442478456
79,US-SCd,0.411139656,0.474320051,0.515853443,0.343672254,0.511876356,0.804004618,0.837897868,0.638196881,0.354725166,0.337017009,0.711879716,0.584460579,0.577942648,0.60864695,0.288722995,0.750695943,0.804266781,0.856087654,0.430646907,0.63016625,0.491533829,0.500259135,0.53148824,0.356821027,0.522294019,0.821199513,0.83978991,0.646465302,0.365587723,0.347127327,0.723990474,0.601665131,0.584134511,0.619027508,0.299041366,0.772561269,0.823763523,0.868452229,0.440574806,0.642782266,0.498760773,0.512495157,0.549091485,0.369454058,0.535763292,0.84655754,0.855351943,0.656764431,0.373074752,0.35455673,0.740088939,0.614360757,0.591467811,0.626848742,0.304055114,0.783873181,0.833073809,0.885354233,0.450489831,0.656199277,0.507502833,0.521559704,0.559958171,0.378038748,0.550020468,0.870249493,0.877515809,0.672826669,0.386309007,0.365529113,0.765049817,0.367425778,0.653745873,0.416746489,0.296313926,0.382734444,0.586443307,0.659867436,0.518081495,0.508845744,0.792533346,0.476873662,0.913056916,0.693412325,0.048159197,0.686701156,0.698368492,0.502385542,0.600905843,0.847324512,0.698134962,0.971371624,0.660403522,0.676350141,0.867032379,0.669985953,0.613544327,0.313193445,0.334618207,0.465596221,0.033843929,0.06769161,0.710726159,0.49672249,0.552407456,0.438838021,0.029405795,0.456948646,0.53224945,0.301363719,0.443167391,0.163644008,0.334778436,0.467914976,0.370423671,0.327049724,0.51993073,0.582469479,0.489755255,0.611739116,0.344703345,0.326874918,0.315664262,0.483820918,0.418984736,0.291088906,0.610474354,0.63127504,0.765057751,0.744390818,0.898221253,0.539275151,0.721597178,0.923942582,0.528809952,0.677671126,0.850518425,0.222339665,0.59186065,0.05913231,0.062675715,0.547746541,0.783689014,0.802859009,0.620738119,0.869299985,0.062464027,0.741448759,0.866291934,0.074640537,0.071172432,0.482358229,0.070988429,0.50203162,0.244304257,1.048408549,0.470039826,0.069884998,0.514727342,0.500938255,0.663035593,0.77236999,0.072410707,0.494389989,0.101806175
80,US-CZ3,0.189297242,0.24530612,0.250040185,0.237923488,0.358498794,0.431933905,0.428119759,0.14616289,0.424449211,0.201173057,0.247354295,0.313291215,0.399491381,0.421540512,0.396362824,0.417964137,0.399662457,0.419966276,0.364258441,0.404970885,0.283181521,0.250534668,0.25381515,0.244462146,0.384452131,0.441369976,0.415508518,0.140115891,0.418662375,0.200527901,0.24891815,0.316555558,0.402368179,0.424015719,0.398162245,0.41907458,0.401125954,0.423722606,0.366622623,0.406926798,0.292775562,0.271685854,0.284402933,0.278418345,0.440546857,0.469711642,0.43614787,0.161819601,0.45287708,0.230942881,0.283218846,0.357150113,0.448049335,0.467389347,0.439857941,0.464760658,0.442958185,0.467253039,0.405230313,0.44655565,0.223181221,0.300144876,0.30839313,0.298105779,0.452659934,0.49154176,0.454529139,0.173669133,0.462818155,0.236352554,0.287680757,0.187267972,0.374535206,0.433535144,0.413034996,0.439866497,0.45825403,0.475310933,0.42797991,0.366931265,0.416935826,0.372792943,0.38071919,0.379946636,0.498759194,0.452821197,0.198159174,0.474033272,0.480905325,0.366976942,0.452896146,0.4714817,0.463393826,0.475296497,0.425124627,0.264242231,0.277961547,0.340434414,0.363455657,0.379523341,0.474763183,0.484865171,0.524094883,0.443380798,0.529370499,0.458481604,0.501720863,0.482777803,0.537121952,0.545375429,0.476117601,0.484081003,0.384748655,0.537304368,0.457159431,0.581735103,0.235752301,0.485998215,0.521381871,0.536485719,0.504663382,0.513829758,0.292452924,0.501241329,0.544080425,0.303058753,0.417369038,0.507957485,0.562618272,0.563336043,0.581956655,0.548741334,0.520475427,0.560902613,0.580776094,0.26907679,0.523946744,0.5380824,0.48183901,0.567041669,0.56340602,0.547216954,0.562321739,0.563962892,0.559695412,0.586037405,0.614698697,0.583709056,0.550461849,0.457092071,0.57066741,0.564324009,0.502078877,0.58912584,0.585875367,0.628882614,0.569484953,0.58426115,0.59053093,0.569325142,0.600892791,0.6420058,0.64016949,0.546944932,0.627685097
81,US-Twt,1.205312519,1.293640068,1.39261561,1.157506962,1.551965162,1.525732625,1.252962367,1.208625327,1.411727568,1.307532599,1.520723988,1.684449387,1.677006591,1.508106358,1.815997596,1.588746968,1.661234261,1.524376798,1.364236602,1.476207141,1.400879423,1.48773406,1.545016901,1.330601005,1.656307422,1.646883736,1.398991042,1.383994843,1.490099079,1.482669501,1.593373723,1.759435581,1.744279942,1.59910905,1.773618202,1.727354432,1.718381666,1.594619282,1.445077605,1.523732346,1.465634193,1.563607068,1.604027204,1.384393661,1.530512414,1.731356667,1.460992835,1.426361322,1.482429586,1.484260362,1.573948504,1.751981998,1.734715137,1.583480633,1.725812235,1.736481736,1.720641573,1.591753973,1.430775612,1.514543026,1.455937093,1.555386668,1.615855497,1.392556728,1.5457934,1.757717381,1.495048049,1.469138527,1.536484529,1.540062334,1.641739043,1.667621201,1.650849908,1.580965178,1.345001352,1.746246902,1.563031488,1.693875661,1.553954385,1.410426732,1.515999387,1.272600952,1.41050572,1.52148246,1.398915373,1.697378722,1.55267914,1.627022088,1.763422109,1.33585409,1.624199599,1.783820926,2.04087904,1.711843798,1.770888831,1.75375364,1.736857838,1.5636378,1.958665845,1.590346685,1.751826494,1.867510471,1.867027446,2.087524096,1.83580906,1.938602893,1.98205347,2.066270144,1.842494155,1.651504165,1.828593756,1.794730558,1.935185555,2.329654917,1.816202085,1.922561808,1.673929336,2.109431745,1.839527238,1.984447015,1.852011356,1.963717538,1.896831513,1.871976253,2.098368463,2.217124099,1.368669778,1.321500309,1.762474256,1.909786475,1.977626779,1.967872405,2.232680153,2.418273904,2.014192512,2.056246397,2.014488123,1.846908603,1.707965737,2.040906904,1.798580406,2.036550939,1.935066421,2.249478915,2.214345672,2.331600528,2.321479568,1.902297091,2.667411479,2.281893682,2.387718177,2.121698721,2.146316784,2.356439866,2.19887162,2.476388155,2.37793206,2.091731319,2.077975267,2.026190292,2.485739318,2.485122112,2.24180502,2.090825044,1.968404149
82,US-Tw1,1.205312519,1.293640068,1.39261561,1.157506962,1.551965162,1.525732625,1.252962367,1.208625327,1.411727568,1.307532599,1.520723988,1.684449387,1.677006591,1.508106358,1.815997596,1.588746968,1.661234261,1.524376798,1.364236602,1.476207141,1.400879423,1.48773406,1.545016901,1.330601005,1.656307422,1.646883736,1.398991042,1.383994843,1.490099079,1.482669501,1.593373723,1.759435581,1.744279942,1.59910905,1.773618202,1.727354432,1.718381666,1.594619282,1.445077605,1.523732346,1.465634193,1.563607068,1.604027204,1.384393661,1.530512414,1.731356667,1.460992835,1.426361322,1.482429586,1.484260362,1.573948504,1.751981998,1.734715137,1.583480633,1.725812235,1.736481736,1.720641573,1.591753973,1.430775612,1.514543026,1.455937093,1.555386668,1.615855497,1.392556728,1.5457934,1.757717381,1.495048049,1.469138527,1.536484529,1.540062334,1.641739043,1.667621201,1.650849908,1.580965178,1.345001352,1.746246902,1.563031488,1.693875661,1.553954385,1.410426732,1.515999387,1.272600952,1.41050572,1.52148246,1.398915373,1.697378722,1.55267914,1.627022088,1.763422109,1.33585409,1.624199599,1.783820926,2.04087904,1.711843798,1.770888831,1.75375364,1.736857838,1.5636378,1.958665845,1.590346685,1.751826494,1.867510471,1.867027446,2.087524096,1.83580906,1.938602893,1.98205347,2.066270144,1.842494155,1.651504165,1.828593756,1.794730558,1.935185555,2.329654917,1.816202085,1.922561808,1.673929336,2.109431745,1.839527238,1.984447015,1.852011356,1.963717538,1.896831513,1.871976253,2.098368463,2.217124099,1.368669778,1.321500309,1.762474256,1.909786475,1.977626779,1.967872405,2.232680153,2.418273904,2.014192512,2.056246397,2.014488123,1.846908603,1.707965737,2.040906904,1.798580406,2.036550939,1.935066421,2.249478915,2.214345672,2.331600528,2.321479568,1.902297091,2.667411479,2.281893682,2.387718177,2.121698721,2.146316784,2.356439866,2.19887162,2.476388155,2.37793206,2.091731319,2.077975267,2.026190292,2.485739318,2.485122112,2.24180502,2.090825044,1.968404149
83,US-Me6,0.333345335,0.314034449,0.379008613,0.391642128,0.380570543,0.418769511,0.484576587,0.361216268,0.570592455,0.564952111,0.322767129,0.359541349,0.345611401,0.342923245,0.390762528,0.407654912,0.435374002,0.478395117,0.533433274,0.367807419,0.423441391,0.364703763,0.478258504,0.474189204,0.413322926,0.455717196,0.508813914,0.34412041,0.518813291,0.490098196,0.31106225,0.354049854,0.346359355,0.343691157,0.407038087,0.421929288,0.446538784,0.493670666,0.551059561,0.377640726,0.447851179,0.380678988,0.503915342,0.492589623,0.423808974,0.464546288,0.522793939,0.342972021,0.520372321,0.495073409,0.305604551,0.347562703,0.334897681,0.32549855,0.392322108,0.394283395,0.413574493,0.460642943,0.520424688,0.34270422,0.416645269,0.333757561,0.4544251,0.426095159,0.330329584,0.358610296,0.422418288,0.191325657,0.416417317,0.424172427,0.152099884,0.357956803,0.251149336,0.261484307,0.139839838,0.246385406,0.236157935,0.191221963,0.243986844,0.149183459,0.157827094,0.166046162,0.189728016,0.145246542,0.225095707,0.142874006,0.287529623,0.251433747,0.318056433,0.278434528,0.363510845,0.354167913,0.342795407,0.376555598,0.335861108,0.350395421,0.394831109,0.347863494,0.456840955,0.178633384,0.266390392,0.354594253,0.291426963,0.417574937,0.419237298,0.161813523,0.386792548,0.450148935,0.484547231,0.488200822,0.519388777,0.506149999,0.459225927,0.465972256,0.438650126,0.466585162,0.32762352,0.432979545,0.419426666,0.387572679,0.193574741,0.207222701,0.195050763,0.192953705,0.258579043,0.227034144,0.242272291,0.178619213,0.289804293,0.226211594,0.283022973,0.314335901,0.335490245,0.406721789,0.490937584,0.245259852,0.400717577,0.307999797,0.389358623,0.490905165,0.489126367,0.254499294,0.596152157,0.730288206,0.585363884,1.044791854,0.958954422,0.948417914,0.820889236,0.683809479,0.575655536,0.438119947,0.55104604,0.559706623,0.721290458,0.574901349,0.619321193,0.283571138,0.234245424,0.396662713,0.513108351,0.245936447,0.6131356,0.280792776,0.361421413
84,US-Ro2,2.306194618,2.400037529,2.773207205,2.8263245,2.790411235,2.753107161,2.518008632,2.462420602,2.777663075,2.792475573,2.81137004,2.550050474,2.730109114,2.8191573,2.796291575,2.931912692,2.88136054,2.690672207,2.987668931,2.645040474,2.250070367,2.402596382,2.834984664,2.843009365,2.841089915,2.818323467,2.565963046,2.537085322,2.828487915,2.823877273,2.860050794,2.588061107,2.82108032,2.911567475,2.874860429,2.996449347,2.943907875,2.747586509,3.04275836,2.750096319,2.198086258,2.470676424,2.976199022,2.936591663,2.966741292,2.935646431,2.662082587,2.654199503,2.916079195,2.915710829,2.957301019,2.570471414,2.693124929,2.963311284,2.992872748,3.107921233,3.034894111,2.81890998,3.123106487,2.857787977,2.119207581,2.527366889,3.104214508,3.051380712,3.09975858,3.037340109,2.766040916,2.769269832,3.017379469,3.022923626,3.059854573,2.782185849,2.984391312,2.461627227,2.535438938,2.691207373,2.734825202,2.629515525,2.729240401,2.692849064,2.364776157,2.298337402,2.195259733,1.923231393,1.623037775,2.222917887,1.649144746,2.105218834,2.759669211,2.811329906,2.850315501,2.68989263,3.164113029,3.006738742,3.079653986,3.104435724,3.099693095,2.979690936,2.96160072,2.70158048,2.76495686,2.923620431,3.19341352,3.19362999,3.148258722,3.224379468,3.181259483,3.352638682,3.136981633,2.932158507,3.166069696,2.973058081,3.179552916,2.531550064,2.994103492,3.162090258,3.309877564,3.343403437,3.387427688,3.276844714,3.325045885,3.319060034,3.072116606,3.436088175,2.87796179,3.072407289,2.60217736,3.133896489,3.334610435,3.377466233,3.047982277,3.510784718,3.35495209,3.225762571,3.462981193,3.521991733,3.554627486,3.397450142,2.505825086,3.099053541,3.62765374,3.506037997,3.427559009,3.361727203,3.690971324,3.427290252,3.466802686,2.980973849,3.711426669,3.666469303,3.510788424,3.520705359,3.393223369,2.898537889,3.116101342,3.259572658,3.528404423,3.556334756,3.464613982,3.695149623,3.754288133,3.529891794,3.838273292,3.329287772,3.540210112
85,US-FPe,0.709584443,1.214757512,1.550982265,0.791309079,0.68337818,0.95642219,1.392992134,0.601124312,1.032858089,0.836372414,0.862637661,0.760414246,1.061308475,1.493302949,0.839047758,1.145456933,1.434031948,1.078395439,1.370213279,1.107696154,0.732835049,1.248073087,1.598155539,0.98735545,0.363723514,0.401350305,0.501786926,0.540343794,0.867330194,0.827637267,1.048621494,0.606270201,0.859530436,1.300528686,0.86250691,1.134255872,1.863201486,1.027454077,1.565001035,1.119954847,0.7957278,1.17895405,0.918784413,0.904293776,0.934294255,1.293627726,1.668532622,0.654750482,0.960764016,0.59260284,0.555499096,0.625499833,0.944939201,1.437537555,0.982656673,1.187890889,1.997817431,1.114203372,1.512526131,0.864347602,0.644783671,1.044187126,1.837030987,0.979337886,1.19858949,1.424273709,1.744797146,0.827802142,1.08397558,0.843879023,0.973747607,1.275441875,1.593394346,2.061230522,1.215180561,1.164826311,0.945174969,1.297307161,1.64367755,0.923710454,0.986505386,0.599837943,0.790817905,0.666608724,0.463583622,0.686186249,0.48120534,0.42820965,1.013825745,1.067062045,1.122056179,1.455162813,1.877568801,2.03207742,1.789758272,1.277375656,1.763345725,1.792993362,1.712820459,1.261075718,1.742974417,1.160462497,0.977469094,1.672509551,1.84943124,2.012946786,1.360885494,1.114630512,0.722145428,1.326066882,1.544650569,0.802108773,1.689694186,1.946393847,1.477389965,2.111599769,1.821337214,1.175840306,1.099311343,1.88985352,1.753037386,1.055818423,1.673706088,1.493640008,1.567068377,1.798397923,1.917053978,1.419709632,2.235041967,1.684731842,0.751565715,1.573260588,1.685942015,1.19004012,0.87355967,1.08080551,1.643237588,1.965232342,0.792808311,1.385516177,1.345801809,2.367684102,1.783781753,2.099124435,1.745196105,1.665912002,1.439429209,1.613895151,1.496354558,1.995760784,2.172108178,1.33869145,1.264379969,1.234822857,1.618365546,1.59886875,1.369347872,1.591495085,1.569182206,1.517561756,1.962086396,2.567787822,1.715815719,2.149564431,2.050877464
86,CA-SJ3,2.590331792,2.625150354,2.550383938,2.463168047,2.567094866,2.691392295,2.552875158,2.218767755,2.597749296,2.433671673,2.377246777,2.414461318,2.547821233,2.564649217,2.531050542,2.446593414,2.600124345,2.323074729,2.60360628,2.414629461,2.598671656,2.725328567,2.568055189,2.450653153,2.575016969,2.69416145,2.558059545,2.23339632,2.61140623,2.45409864,2.422114964,2.445469262,2.576412848,2.599227019,2.564114544,2.484706651,2.637157104,2.363303762,2.651741479,2.466145191,2.65892301,2.777387485,2.616953679,2.497504529,2.630850371,2.745576291,2.603013121,2.270773627,2.655146443,2.495666294,2.438587094,2.492932829,2.61403789,2.649858595,2.603534898,2.523537416,2.678058883,2.406483262,2.701474003,2.515352657,2.70580742,2.777985632,2.665764773,2.550064231,2.685932969,2.807824981,2.660986462,2.317772544,2.706291315,2.549670823,2.485756701,2.39121071,2.49957649,2.780123625,2.340098628,2.638650021,2.509836426,2.421142419,2.268381025,2.153829648,2.226283708,2.236029939,2.105498844,2.040664033,2.096998109,2.179917038,2.036877713,2.276424781,2.246526364,2.219957366,2.327440702,2.40278931,2.30388923,2.48949595,2.314743127,2.086353755,2.540376504,2.240248062,2.428534828,2.759372742,2.593337003,2.46277791,2.872947307,2.636427485,2.519005267,2.637205893,2.615619432,2.736638455,2.932193988,2.751730095,2.811653058,2.288357192,2.704830249,2.861299615,2.68744598,2.565077668,2.597294592,2.549431907,2.586779338,2.614567803,2.555907471,2.809490651,2.739597665,2.807948264,2.989527344,3.091828087,3.124296157,3.272874665,3.04434887,2.734596388,3.043801931,2.93241626,2.979941223,2.939776925,3.121257733,3.263343103,3.181259595,3.449722304,3.201093348,3.109279389,3.066425554,3.231293229,3.224562959,3.362814218,3.19323827,2.933702948,2.984016772,3.147074518,3.357666218,3.483430959,3.389913656,3.062166068,2.686624628,2.934521835,2.977888587,3.160969689,3.310266752,3.258691838,3.373157499,3.44737465,3.527341376,3.41646451,3.755688023,3.47911154,3.291933696
87,CA-SJ2,2.590331792,2.625150354,2.550383938,2.463168047,2.567094866,2.691392295,2.552875158,2.218767755,2.597749296,2.433671673,2.377246777,2.414461318,2.547821233,2.564649217,2.531050542,2.446593414,2.600124345,2.323074729,2.60360628,2.414629461,2.598671656,2.725328567,2.568055189,2.450653153,2.575016969,2.69416145,2.558059545,2.23339632,2.61140623,2.45409864,2.422114964,2.445469262,2.576412848,2.599227019,2.564114544,2.484706651,2.637157104,2.363303762,2.651741479,2.466145191,2.65892301,2.777387485,2.616953679,2.497504529,2.630850371,2.745576291,2.603013121,2.270773627,2.655146443,2.495666294,2.438587094,2.492932829,2.61403789,2.649858595,2.603534898,2.523537416,2.678058883,2.406483262,2.701474003,2.515352657,2.70580742,2.777985632,2.665764773,2.550064231,2.685932969,2.807824981,2.660986462,2.317772544,2.706291315,2.549670823,2.485756701,2.39121071,2.49957649,2.780123625,2.340098628,2.638650021,2.509836426,2.421142419,2.268381025,2.153829648,2.226283708,2.236029939,2.105498844,2.040664033,2.096998109,2.179917038,2.036877713,2.276424781,2.246526364,2.219957366,2.327440702,2.40278931,2.30388923,2.48949595,2.314743127,2.086353755,2.540376504,2.240248062,2.428534828,2.759372742,2.593337003,2.46277791,2.872947307,2.636427485,2.519005267,2.637205893,2.615619432,2.736638455,2.932193988,2.751730095,2.811653058,2.288357192,2.704830249,2.861299615,2.68744598,2.565077668,2.597294592,2.549431907,2.586779338,2.614567803,2.555907471,2.809490651,2.739597665,2.807948264,2.989527344,3.091828087,3.124296157,3.272874665,3.04434887,2.734596388,3.043801931,2.93241626,2.979941223,2.939776925,3.121257733,3.263343103,3.181259595,3.449722304,3.201093348,3.109279389,3.066425554,3.231293229,3.224562959,3.362814218,3.19323827,2.933702948,2.984016772,3.147074518,3.357666218,3.483430959,3.389913656,3.062166068,2.686624628,2.934521835,2.977888587,3.160969689,3.310266752,3.258691838,3.373157499,3.44737465,3.527341376,3.41646451,3.755688023,3.47911154,3.291933696
